Date,Open,High,Low,Close,Adj Close,Volume
1962-01-02,0.000000,0.223380,0.222222,0.223380,0.069919,0
1962-01-03,0.000000,0.221065,0.219907,0.219907,0.068833,345600
1962-01-04,0.000000,0.221065,0.217593,0.217593,0.068108,216000
1962-01-05,0.000000,0.215856,0.214120,0.214120,0.067021,129600
1962-01-08,0.000000,0.212384,0.210648,0.210648,0.065934,172800
1962-01-09,0.000000,0.212963,0.212963,0.212963,0.066659,43200
1962-01-10,0.000000,0.217593,0.214699,0.217593,0.068108,172800
1962-01-11,0.000000,0.217593,0.216435,0.216435,0.067746,172800
1962-01-12,0.000000,0.217593,0.214120,0.214120,0.067021,259200
1962-01-15,0.000000,0.215856,0.214120,0.214120,0.067021,129600
1962-01-16,0.000000,0.215856,0.212963,0.212963,0.066659,345600
1962-01-17,0.000000,0.215278,0.212963,0.214120,0.067021,259200
1962-01-18,0.000000,0.212963,0.212384,0.212384,0.066478,172800
1962-01-19,0.000000,0.214699,0.213542,0.214699,0.067202,129600
1962-01-22,0.000000,0.212963,0.212384,0.212384,0.066478,172800
1962-01-23,0.000000,0.212963,0.210648,0.210648,0.065934,259200
1962-01-24,0.000000,0.210648,0.209491,0.210069,0.065753,302400
1962-01-25,0.000000,0.210648,0.208912,0.209491,0.065572,129600
1962-01-26,0.000000,0.210648,0.208912,0.208912,0.065391,561600
1962-01-29,0.000000,0.211806,0.209491,0.211806,0.066297,216000
1962-01-30,0.000000,0.214699,0.210648,0.210648,0.065934,734400
1962-01-31,0.000000,0.215278,0.212384,0.215278,0.067383,345600
1962-02-01,0.000000,0.217014,0.214699,0.217014,0.067927,388800
1962-02-02,0.000000,0.228009,0.217593,0.227431,0.071187,2160000
1962-02-05,0.000000,0.240741,0.233796,0.237269,0.074267,1944000
1962-02-06,0.000000,0.248264,0.239583,0.247685,0.077527,2289600
1962-02-07,0.000000,0.259259,0.250000,0.250000,0.078252,3369600
1962-02-08,0.000000,0.253472,0.245949,0.247106,0.077346,1382400
1962-02-09,0.000000,0.247106,0.241898,0.246528,0.077165,777600
1962-02-12,0.000000,0.244213,0.243056,0.244213,0.076440,216000
1962-02-13,0.000000,0.244213,0.241319,0.241898,0.075896,734400
1962-02-14,0.000000,0.240741,0.233796,0.234954,0.073717,1080000
1962-02-15,0.000000,0.234954,0.232639,0.234954,0.073717,302400
1962-02-16,0.000000,0.234954,0.233218,0.233796,0.073354,172800
1962-02-19,0.000000,0.232060,0.232060,0.232060,0.072809,43200
1962-02-20,0.000000,0.229745,0.228009,0.228009,0.071538,86400
1962-02-21,0.000000,0.229167,0.222222,0.222222,0.069723,604800
1962-02-23,0.000000,0.221065,0.219907,0.219907,0.068996,432000
1962-02-26,0.000000,0.224537,0.221065,0.224537,0.070449,259200
1962-02-27,0.000000,0.227431,0.223380,0.227431,0.071357,302400
1962-02-28,0.000000,0.230324,0.224537,0.224537,0.070449,475200
1962-03-01,0.000000,0.226852,0.224537,0.225116,0.070631,259200
1962-03-02,0.000000,0.223958,0.223380,0.223958,0.070267,345600
1962-03-05,0.000000,0.225694,0.224537,0.224537,0.070449,216000
1962-03-06,0.000000,0.227431,0.226273,0.227431,0.071357,86400
1962-03-07,0.000000,0.229167,0.226852,0.228009,0.071538,475200
1962-03-08,0.000000,0.230324,0.229167,0.229167,0.071902,172800
1962-03-09,0.000000,0.228009,0.228009,0.228009,0.071538,43200
1962-03-12,0.000000,0.230903,0.229745,0.230324,0.072265,129600
1962-03-13,0.000000,0.237847,0.231481,0.237847,0.074625,345600
1962-03-14,0.000000,0.244213,0.240741,0.241898,0.075896,864000
1962-03-15,0.000000,0.244792,0.240741,0.243634,0.076441,518400
1962-03-16,0.000000,0.243056,0.237847,0.237847,0.074625,345600
1962-03-19,0.000000,0.238426,0.237269,0.237269,0.074444,86400
1962-03-20,0.000000,0.238426,0.236111,0.237269,0.074444,388800
1962-03-21,0.000000,0.237269,0.236111,0.236111,0.074080,86400
1962-03-22,0.000000,0.235532,0.235532,0.235532,0.073899,129600
1962-03-23,0.000000,0.236111,0.233218,0.233218,0.073173,259200
1962-03-26,0.000000,0.233796,0.230903,0.233796,0.073354,259200
1962-03-27,0.000000,0.232060,0.230324,0.230324,0.072265,86400
1962-03-28,0.000000,0.229167,0.229167,0.229167,0.071902,43200
1962-03-29,0.000000,0.229167,0.229167,0.229167,0.071902,43200
1962-03-30,0.000000,0.230324,0.223958,0.223958,0.070267,432000
1962-04-02,0.000000,0.222801,0.222801,0.222801,0.069904,43200
1962-04-03,0.000000,0.223958,0.222222,0.223958,0.070267,86400
1962-04-04,0.000000,0.223380,0.223380,0.223380,0.070086,172800
1962-04-05,0.000000,0.224537,0.224537,0.224537,0.070449,86400
1962-04-06,0.000000,0.226273,0.222801,0.222801,0.069904,216000
1962-04-09,0.000000,0.222222,0.222222,0.222222,0.069723,86400
1962-04-10,0.000000,0.222512,0.219907,0.219907,0.068996,345600
1962-04-11,0.000000,0.223380,0.221065,0.221065,0.069360,216000
1962-04-12,0.000000,0.218750,0.215278,0.215278,0.067544,302400
1962-04-13,0.000000,0.220486,0.215278,0.219329,0.068815,259200
1962-04-16,0.000000,0.218750,0.218750,0.218750,0.068633,43200
1962-04-17,0.000000,0.218750,0.217593,0.218750,0.068633,0
1962-04-18,0.000000,0.217593,0.217593,0.217593,0.068270,43200
1962-04-19,0.000000,0.218750,0.217593,0.218750,0.068633,172800
1962-04-23,0.000000,0.218171,0.217593,0.218171,0.068452,86400
1962-04-24,0.000000,0.216435,0.215278,0.215278,0.067544,129600
